,Date,TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y,Latitude,Longitude
449350,2015-10-01,Break and Enter Commercial,2015,10,23,20.0,0.0,12XX W BROADWAY AVE,Fairview,490402.12,5456751.46,49.26345134,-123.1319188
185250,2006-02-01,Vehicle Collision or Pedestrian Struck (with Injury),2006,2,25,21.0,10.0,E BROADWAY AVE / COMMERCIAL DR,Kensington Cedar Cottage,494921.0,5456620.0,49.26232305,-123.0698071
207408,2007-06-01,Theft from Vehicle,2007,6,22,13.0,0.0,11XX W 11TH AVE,Fairview,490482.9,5456548.37,49.26162577,-123.1308037
180521,2006-01-01,Theft from Vehicle,2006,1,29,6.0,0.0,6XX MOBERLY RD,Fairview,491332.4,5457112.82,49.26671573,-123.1191404
527181,2017-05-01,Vehicle Collision or Pedestrian Struck (with Injury),2017,5,4,11.0,4.0,31XX BLOCK MAIN ST,Mount Pleasant,492636.0,5456070.0,49.25735245,-123.1012026
412279,2014-09-01,Vehicle Collision or Pedestrian Struck (with Injury),2014,9,6,12.0,45.0,4XX BLOCK MAIN ST,Strathcona,492750.0,5458719.0,49.28118204,-123.0996839
5201,2003-11-01,Theft of Vehicle,2003,11,17,18.0,0.0,87XX MONTCALM ST,Marpole,490083.79,5450469.35,49.20693728,-123.1361387
191777,2007-10-01,Theft from Vehicle,2007,10,14,15.0,0.0,1XX W GEORGIA ST,Central Business District,491889.73,5458410.83,49.2783992,-123.1115059
213878,2007-08-01,Break and Enter Commercial,2007,8,18,19.0,0.0,2XX E BROADWAY AVE,Mount Pleasant,492736.71,5456679.75,49.26283847,-123.0998296
123230,2005-10-01,Break and Enter Commercial,2005,10,31,20.0,0.0,7XX TERMINAL AVE,Strathcona,493611.26,5457569.04,49.27084756,-123.0878236
416372,2014-10-01,Vehicle Collision or Pedestrian Struck (with Injury),2014,10,23,16.0,55.0,35XX BLOCK SW MARINE DR,Dunbar Southlands,486713.0,5453057.0,49.23014997,-123.1825014
244330,2008-08-01,Theft of Vehicle,2008,8,3,23.0,0.0,11XX BIDWELL ST,West End,489955.32,5459433.09,49.28756585,-123.1381272
272777,2009-08-01,Theft from Vehicle,2009,8,13,16.0,0.0,9XX TERMINAL AVE,Strathcona,493906.5,5457452.47,49.26980201,-123.0837633
389011,2013-09-01,Mischief,2013,9,12,10.0,15.0,24XX VENABLES ST,Hastings Sunrise,495932.79,5458214.12,49.27667003,-123.055917
434052,2014-11-01,Theft of Vehicle,2014,11,24,17.0,0.0,17XX KINGSWAY AVE,Kensington Cedar Cottage,495021.54,5454885.09,49.24671799,-123.0684037
346672,2011-12-01,Theft from Vehicle,2011,12,29,1.0,30.0,10XX BEACH AVE,West End,490232.62,5458203.36,49.27650874,-123.1342839
22416,2003-10-01,Theft from Vehicle,2003,10,24,21.0,0.0,ABBOTT ST / W PENDER ST,Central Business District,492175.44,5458706.85,49.28106567,-123.1075836
271045,2009-12-01,Break and Enter Residential/Other,2009,12,2,5.0,6.0,1XX E 11TH AVE,Mount Pleasant,492527.39,5456495.51,49.26117868,-123.1027031
10378,2003-05-01,Break and Enter Residential/Other,2003,5,23,20.0,0.0,86XX FREMLIN ST,Marpole,490704.89,5450508.77,49.20730161,-123.1276126
309191,2010-01-01,Break and Enter Residential/Other,2010,1,30,0.0,0.0,54XX COMMERCIAL ST,Kensington Cedar Cottage,495007.3,5453587.66,49.23504719,-123.0685832
398634,2013-10-01,Break and Enter Residential/Other,2013,10,28,12.0,38.0,6XX VERNON DR,Strathcona,494243.12,5458527.21,49.27947275,-123.0791515
283404,2009-10-01,Mischief,2009,10,8,8.0,0.0,10XX E 57TH AVE,Sunset,493786.76,5451711.94,49.21816345,-123.0853203
375498,2012-07-01,Theft from Vehicle,2012,7,25,12.0,0.0,11XX E HASTINGS ST,Strathcona,494141.12,5458690.14,49.28093736,-123.0805563
282209,2009-11-01,Break and Enter Residential/Other,2009,11,11,15.0,0.0,4XX E 6TH AVE,Mount Pleasant,493142.36,5456944.35,49.26522328,-123.0942587
175348,2006-10-01,Theft from Vehicle,2006,10,1,17.0,0.0,3X W BROADWAY AVE,Mount Pleasant,492320.31,5456705.78,49.26306753,-123.1055533
464999,2015-08-01,Theft from Vehicle,2015,8,14,8.0,0.0,37XX W 18TH AVE,Dunbar Southlands,486380.88,5455980.72,49.25644208,-123.1871626
518331,2017-04-01,Mischief,2017,4,8,17.0,0.0,14XX BURRARD STREET BRDG,Central Business District,490305.53,5458177.74,49.27627944,-123.1332809
18386,2003-01-01,Theft of Bicycle,2003,1,31,14.0,30.0,15XX W 11 AV,Fairview,489908.37,5456554.36,49.26167044,-123.1387002
457217,2015-03-01,Theft of Vehicle,2015,3,6,22.0,0.0,13XX E 13TH AVE,Kensington Cedar Cottage,494375.81,5456217.16,49.25869465,-123.0772947
262256,2009-04-01,Theft from Vehicle,2009,4,1,8.0,0.0,8XX HAMILTON ST,Central Business District,491524.39,5458410.4,49.27839037,-123.1165289
117228,2005-08-01,Break and Enter Residential/Other,2005,8,27,15.0,50.0,7XX W 8TH AVE,Fairview,491151.36,5456841.38,49.26427148,-123.1216228
207752,2007-07-01,Theft of Bicycle,2007,7,6,17.0,0.0,51XX BURSILL ST,Renfrew Collingwood,496887.91,5453885.74,49.23774094,-123.0427521
267384,2009-07-01,Theft from Vehicle,2009,7,22,23.0,0.0,OSLER ST / W 71ST AVE,Marpole,490407.87,5450468.13,49.20693146,-123.1316894
413231,2014-06-01,Mischief,2014,6,22,4.0,23.0,31XX E 20TH AVE,Renfrew Collingwood,497170.74,5455512.55,49.25237585,-123.0388783
338963,2011-08-01,Theft from Vehicle,2011,8,12,22.0,0.0,17XX ALBERNI ST,West End,490316.94,5459864.41,49.29145147,-123.1331649
465489,2015-11-01,Theft from Vehicle,2015,11,26,0.0,0.0,20XX W 46TH AVE,Kerrisdale,488716.93,5453017.08,49.22983108,-123.1549758
299713,2010-10-01,Break and Enter Commercial,2010,10,14,23.0,30.0,5XX E BROADWAY AVE,Mount Pleasant,493334.74,5456636.21,49.26245363,-123.0916093
150198,2006-09-01,Theft from Vehicle,2006,9,23,12.0,0.0,E PENDER ST / GORE AVE,Strathcona,492922.96,5458624.7,49.28033583,-123.0973041
196218,2007-01-01,Mischief,2007,1,30,7.0,45.0,31XX WAVERLEY AVE,Killarney,497076.24,5452693.32,49.22701575,-123.0401563
115111,2005-10-01,Theft from Vehicle,2005,10,23,4.0,0.0,E 21ST AVE / SLOCAN ST,Renfrew Collingwood,496389.84,5455421.03,49.25154849,-123.0496082
316139,2010-11-01,Mischief,2010,11,9,17.0,30.0,30XX E 7TH AVE,Hastings Sunrise,497033.22,5456792.59,49.26388942,-123.0407775
407382,2013-11-01,Mischief,2013,11,17,21.0,24.0,13XX HOWE ST,Central Business District,490565.45,5458169.34,49.27620795,-123.1297073
150874,2006-04-01,Theft from Vehicle,2006,4,1,0.0,0.0,15XX E 62ND AVE,Victoria Fraserview,494496.88,5451216.85,49.21371677,-123.0755621
24616,2003-07-01,Theft from Vehicle,2003,7,11,12.0,52.0,8XX LAGOON DR,West End,489931.06,5460083.32,49.29341436,-123.1384772
319624,2010-04-01,Mischief,2010,4,22,0.0,0.0,65XX LAUREL ST,Oakridge,490890.32,5452572.46,49.22586781,-123.1251137
129761,2005-06-01,Break and Enter Residential/Other,2005,6,14,22.0,0.0,67XX NANAIMO ST,Victoria Fraserview,495676.4,5452164.75,49.22225285,-123.0593766
506077,2016-08-01,Break and Enter Residential/Other,2016,8,19,16.0,0.0,63XX OAK ST,Oakridge,490665.12,5452764.05,49.22758782,-123.1282111
264021,2009-01-01,Mischief,2009,1,14,9.0,5.0,4XX E 24TH AVE,Riley Park,493001.73,5455178.65,49.24933886,-123.0961608
228001,2008-05-01,Mischief,2008,5,12,7.0,20.0,E 41ST AVE / VICTORIA DR,Victoria Fraserview,495229.76,5453325.75,49.23269302,-123.0655242
499239,2016-05-01,Theft from Vehicle,2016,5,6,16.0,0.0,1XX W GEORGIA ST,Central Business District,491773.94,5458495.5,49.27915927,-123.1130996
516403,2017-02-01,Other Theft,2017,2,15,11.0,37.0,5XX W HASTINGS ST,Central Business District,491826.94,5459079.69,49.28441486,-123.1123829
303765,2010-04-01,Other Theft,2010,4,16,8.0,11.0,29XX MAIN ST,Mount Pleasant,492647.6,5456282.3,49.25926227,-123.1010471
389815,2013-10-01,Theft from Vehicle,2013,10,4,18.0,15.0,44XX W 5TH AVE,West Point Grey,484900.32,5457278.97,49.26808528,-123.2075582
192446,2007-03-01,Break and Enter Residential/Other,2007,3,24,6.0,30.0,86XX OAK ST,Marpole,490507.02,5450608.43,49.20819504,-123.1303315
149200,2006-10-01,Break and Enter Commercial,2006,10,22,18.0,30.0,23XX BOUNDARY RD,Renfrew Collingwood,498269.47,5456829.21,49.26422357,-123.0237858
386928,2013-07-01,Break and Enter Commercial,2013,7,18,9.0,0.0,18XX FRANCES ST,Grandview Woodland,495091.09,5458506.97,49.27929808,-123.0674925
394344,2013-05-01,Theft of Bicycle,2013,5,21,21.0,0.0,8XX E GEORGIA ST,Strathcona,493680.64,5458406.39,49.27838039,-123.0868831
250841,2008-03-01,Other Theft,2008,3,13,15.0,39.0,85XX GRANVILLE ST,Marpole,489760.8,5450702.68,49.20903083,-123.1405789
154753,2006-12-01,Theft from Vehicle,2006,12,28,11.0,0.0,3XX SE MARINE DR,Sunset,492774.27,5450882.58,49.21069203,-123.0992089
282330,2009-09-01,Theft of Vehicle,2009,9,2,12.0,15.0,N KASLO ST / TRINITY ST,Hastings Sunrise,496605.17,5459662.58,49.28970327,-123.0466853
338266,2011-05-01,Theft from Vehicle,2011,5,13,22.0,0.0,31XX W 15TH AVE,Kitsilano,487310.28,5456231.06,49.25871392,-123.1743982
114815,2005-08-01,Mischief,2005,8,4,16.0,0.0,32XX VANNESS AVE,Renfrew Collingwood,497253.1,5454207.94,49.24064096,-123.0377376
13380,2003-02-01,Theft of Vehicle,2003,2,26,8.0,30.0,18XX E 3RD AVE,Grandview Woodland,495073.06,5457221.45,49.26773445,-123.0677246
443434,2015-10-01,Mischief,2015,10,2,19.0,50.0,38XX W KING EDWARD AVE,Dunbar Southlands,486153.14,5455258.08,49.2499367,-123.1902673
185486,2006-10-01,Theft from Vehicle,2006,10,21,18.0,0.0,34XX COMMERCIAL ST,Kensington Cedar Cottage,495045.74,5455641.49,49.25352217,-123.0680805
488125,2016-08-01,Other Theft,2016,8,24,16.0,29.0,31XX E BROADWAY AVE,Renfrew Collingwood,497248.1,5456566.24,49.26185436,-123.0378225
14299,2003-03-01,Theft of Vehicle,2003,3,26,3.0,0.0,15XX WOODLAND DR,Grandview Woodland,494652.22,5457578.89,49.27094616,-123.0735141
167847,2006-03-01,Mischief,2006,3,17,10.0,30.0,12XX E 14TH AVE,Mount Pleasant,494236.8,5456126.06,49.25787389,-123.0792038
27452,2003-08-01,Mischief,2003,8,7,11.0,20.0,8XX AVISON WAY,Stanley Park,490530.96,5460905.93,49.30082343,-123.1302463
180755,2006-11-01,Theft of Vehicle,2006,11,15,2.0,0.0,84XX KERR ST,Killarney,496926.72,5450576.72,49.20797563,-123.0421936
475161,2016-11-01,Break and Enter Residential/Other,2016,11,10,10.0,0.0,25XX E 24TH AVE,Renfrew Collingwood,496057.12,5455122.35,49.24885975,-123.0541772
58809,2004-09-01,Theft of Bicycle,2004,9,1,12.0,0.0,5XX W 12TH AVE,Fairview,491532.99,5456408.05,49.260379,-123.1163682
295941,2010-04-01,Break and Enter Commercial,2010,4,9,5.0,45.0,11XX HOWE ST,Central Business District,490849.97,5458442.5,49.27866939,-123.125802
296342,2010-11-01,Other Theft,2010,11,21,11.0,26.0,3XX E BROADWAY AVE,Mount Pleasant,492933.9,5456669.39,49.26274759,-123.0971192
360941,2012-12-01,Theft from Vehicle,2012,12,27,21.0,0.0,12XX W 39TH AVE,Shaughnessy,490228.22,5453696.58,49.23596932,-123.1342345
338062,2011-05-01,Other Theft,2011,5,25,16.0,55.0,6XX GRANVILLE ST,Central Business District,491445.91,5458896.41,49.28276102,-123.1176182
244748,2008-07-01,Theft from Vehicle,2008,7,31,18.0,0.0,11XX W HASTINGS ST,Central Business District,491219.15,5459510.17,49.28827866,-123.1207497
366876,2012-02-01,Other Theft,2012,2,4,15.0,39.0,23XX CAMBIE ST,Fairview,491637.21,5456826.57,49.2641451,-123.1149446
80300,2004-12-01,Theft from Vehicle,2004,12,4,22.0,0.0,13XX BUTE ST,West End,490144.62,5458626.55,49.28031399,-123.1355042
243867,2008-07-01,Mischief,2008,7,6,9.0,28.0,78XX WINDSOR ST,Sunset,493763.25,5451198.53,49.21354495,-123.0856352
149950,2006-01-01,Break and Enter Commercial,2006,1,27,5.0,56.0,27XX W BROADWAY AVE,Kitsilano,487813.95,5456820.59,49.26402708,-123.1674941
258284,2008-09-01,Vehicle Collision or Pedestrian Struck (with Injury),2008,9,2,16.0,16.0,FIR ST / W 14TH AVE,Fairview,489725.0,5456253.0,49.2589566,-123.1412127
101746,2005-12-01,Mischief,2005,12,9,21.0,0.0,80XX YUKON ST,Marpole,491650.13,5450959.31,49.21136795,-123.1146448
286741,2009-05-01,Theft from Vehicle,2009,5,31,20.0,0.0,11XX GILFORD ST,West End,489647.2,5459582.16,49.28890161,-123.1423681
280132,2009-11-01,Theft from Vehicle,2009,11,17,9.0,0.0,54XX CARTIER ST,Shaughnessy,490022.87,5453810.98,49.23699506,-123.1370582
134407,2005-07-01,Other Theft,2005,7,7,21.0,41.0,7XX ROBSON ST,Central Business District,491218.84,5458800.83,49.28189804,-123.1207383
87198,2004-02-01,Theft from Vehicle,2004,2,6,23.0,0.0,22XX W 7TH AVE,Kitsilano,488665.61,5456991.92,49.2655846,-123.1557931
100074,2005-09-01,Theft from Vehicle,2005,9,3,23.0,30.0,2XX E 4TH AVE,Mount Pleasant,492677.0,5457172.55,49.26727059,-123.1006593
359952,2012-05-01,Mischief,2012,5,5,12.0,40.0,8XX BUTE ST,West End,490754.53,5459236.75,49.28581236,-123.1271325
523725,2017-01-01,Theft from Vehicle,2017,1,25,10.0,0.0,28XX E 49TH AVE,Killarney,496470.19,5452438.61,49.22472138,-123.0484778
154134,2006-04-01,Theft of Bicycle,2006,4,27,19.0,30.0,10XX RICHARDS ST,Central Business District,491180.1,5458345.92,49.27780549,-123.121261
356640,2012-04-01,Mischief,2012,4,1,0.0,0.0,1XX E HASTINGS ST,Central Business District,492571.65,5458738.74,49.28135747,-123.1021365
392473,2013-02-01,Theft from Vehicle,2013,2,16,0.0,0.0,9XX W 22ND AVE,South Cambie,490769.25,5455440.84,49.25166771,-123.1268426
434761,2014-10-01,Theft from Vehicle,2014,10,17,21.0,0.0,8XX SEYMOUR ST,Central Business District,491316.05,5458632.07,49.2803814,-123.1193981
45379,2003-02-01,Break and Enter Residential/Other,2003,2,25,9.0,0.0,15XX PENDRELL ST,West End,490074.36,5459165.78,49.2851633,-123.1364836
265912,2009-08-01,Mischief,2009,8,20,10.0,30.0,8XX W CORDOVA ST,Central Business District,491653.9,5459377.27,49.2870893,-123.1147684
272462,2009-02-01,Theft from Vehicle,2009,2,22,16.0,0.0,12XX HORNBY ST,Central Business District,490677.72,5458404.45,49.27832452,-123.1281693
17537,2003-05-01,Theft of Bicycle,2003,5,18,19.0,0.0,33XX E 46TH AVE,Killarney,497513.94,5452844.73,49.22837966,-123.0341456
165235,2006-01-01,Theft from Vehicle,2006,1,5,12.0,0.0,8XX HAMILTON ST,Central Business District,491524.39,5458410.4,49.27839037,-123.1165289
371031,2012-04-01,Theft of Vehicle,2012,4,27,8.0,48.0,16XX W GEORGIA ST,West End,490395.57,5459872.57,49.29152611,-123.1320838
473214,2015-10-01,Vehicle Collision or Pedestrian Struck (with Injury),2015,10,30,7.0,33.0,FRANKLIN ST / COMMERCIAL DR,Grandview Woodland,494881.0,5458828.0,49.28218408,-123.0703851
138116,2005-08-01,Theft from Vehicle,2005,8,8,15.0,30.0,12XX W GEORGIA ST,West End,490877.02,5459385.99,49.28715663,-123.1254516
324189,2011-07-01,Break and Enter Residential/Other,2011,7,18,12.0,0.0,25XX E 1ST AVE,Hastings Sunrise,496069.1,5457402.31,49.26936854,-123.054035
416419,2014-10-01,Vehicle Collision or Pedestrian Struck (with Injury),2014,10,6,14.0,25.0,38XX VICTORIA DR,Kensington Cedar Cottage,495268.0,5455386.0,49.25122574,-123.0650233
36525,2003-04-01,Theft from Vehicle,2003,4,19,23.0,0.0,33XX PUGET DR,Arbutus Ridge,487089.67,5456000.74,49.25663753,-123.1774226
368737,2012-02-01,Theft from Vehicle,2012,2,5,21.0,0.0,1XX MILROSS AVE,Central Business District,492707.38,5458143.28,49.27600284,-123.1002594
123250,2005-06-01,Theft from Vehicle,2005,6,18,22.0,0.0,35XX E 43RD AVE,Killarney,497880.74,5453110.87,49.23077504,-123.0291091
70132,2004-06-01,Vehicle Collision or Pedestrian Struck (with Injury),2004,6,1,8.0,50.0,19XX BLOCK W GEORGIA ST,West End,490117.0,5460117.0,49.29372035,-123.1359208
161397,2006-08-01,Mischief,2006,8,10,14.0,24.0,3XX E HASTINGS ST,Strathcona,492979.22,5458726.75,49.28125443,-123.0965324
276956,2009-06-01,Mischief,2009,6,20,16.0,45.0,7XX DUNSMUIR ST,Central Business District,491511.64,5459023.68,49.28390674,-123.1167172
234354,2008-04-01,Break and Enter Residential/Other,2008,4,6,23.0,0.0,22XX W 1ST AVE,Kitsilano,488608.0,5457572.48,49.27080576,-123.1566015
180581,2006-11-01,Theft from Vehicle,2006,11,30,0.0,0.0,4XX KINGSWAY AVE,Mount Pleasant,492997.2,5456322.27,49.25962591,-123.0962431
41156,2003-07-01,Break and Enter Residential/Other,2003,7,8,10.0,15.0,13XX E 37TH AVE,Kensington Cedar Cottage,494318.91,5453784.27,49.23680974,-123.0780422
333634,2011-07-01,Break and Enter Commercial,2011,7,4,5.0,27.0,15XX JOHNSTON ST,Fairview,490187.05,5457690.05,49.2718907,-123.1348979
241122,2008-10-01,Theft from Vehicle,2008,10,9,20.0,30.0,COLUMBIA ST / E CORDOVA ST,Central Business District,492565.37,5458848.64,49.28234596,-123.1022249
323032,2011-02-01,Theft from Vehicle,2011,2,3,18.0,0.0,8XX HAWKS AVE,Strathcona,493654.54,5458291.01,49.27734226,-123.0872401
299725,2010-09-01,Break and Enter Commercial,2010,9,19,19.0,10.0,5XX EVANS AVE,Strathcona,493291.6,5457763.46,49.27259298,-123.0922212
33438,2003-10-01,Theft from Vehicle,2003,10,25,18.0,0.0,46XX W 10TH AVE,West Point Grey,484556.26,5456808.15,49.26384159,-123.2122694
67773,2004-09-01,Theft of Vehicle,2004,9,25,19.0,30.0,5XX E 46TH AVE,Sunset,493167.83,5452838.63,49.22829172,-123.0938386
475632,2016-12-01,Break and Enter Residential/Other,2016,12,12,23.0,40.0,21XX E 28TH AVE,Kensington Cedar Cottage,495554.95,5454787.1,49.24584066,-123.0610736
466201,2015-03-01,Mischief,2015,3,23,10.0,35.0,10XX HORNBY ST,Central Business District,490834.2,5458565.98,49.27977988,-123.1260216
272797,2009-09-01,Theft of Vehicle,2009,9,13,23.0,0.0,35XX ADANAC ST,Hastings Sunrise,497989.04,5458302.01,49.27747083,-123.0276476
82004,2004-06-01,Theft from Vehicle,2004,6,3,22.0,0.0,15XX E 20TH AVE,Kensington Cedar Cottage,494781.52,5455535.99,49.25257098,-123.07171
220390,2007-07-01,Break and Enter Residential/Other,2007,7,5,5.0,40.0,15XX GRANDVIEW HWY N,Grandview Woodland,494734.86,5456877.47,49.26463747,-123.0723688
247397,2008-09-01,Theft from Vehicle,2008,9,10,19.0,0.0,61XX WILTSHIRE ST,Kerrisdale,489342.32,5453093.46,49.23052934,-123.1463879
388803,2013-02-01,Vehicle Collision or Pedestrian Struck (with Injury),2013,2,20,14.0,31.0,17XX W 75TH AVE,Marpole,489264.0,5450428.0,49.20655151,-123.1473924
335494,2011-06-01,Mischief,2011,6,20,23.0,40.0,85XX FREMLIN ST,Marpole,490720.08,5450721.0,49.2092109,-123.127409
135784,2005-11-01,Mischief,2005,11,17,2.0,51.0,5XX THURLOW ST,Central Business District,491190.25,5459376.96,49.28708,-123.1211441
278381,2009-01-01,Other Theft,2009,1,17,9.0,5.0,50XX VICTORIA DR,Kensington Cedar Cottage,495234.59,5453995.97,49.23872185,-123.0654658
316192,2010-01-01,Theft of Bicycle,2010,1,1,0.0,0.0,X NK_LOC ST,Kensington Cedar Cottage,492757.49,5458792.47,49.28184301,-123.0995822
244167,2008-03-01,Break and Enter Residential/Other,2008,3,22,19.0,30.0,7XX KEEFER ST,Strathcona,493559.08,5458510.98,49.27931993,-123.0885561
529108,2017-04-01,Vehicle Collision or Pedestrian Struck (with Injury),2017,4,11,1.0,9.0,W 12TH AVE / GRANVILLE ST,Fairview,489908.0,5456457.0,49.26079466,-123.1387028
487867,2016-09-01,Other Theft,2016,9,28,12.0,45.0,7XX DUNSMUIR ST,Central Business District,491485.39,5459049.95,49.28414268,-123.1170787
225550,2008-10-01,Theft from Vehicle,2008,10,2,13.0,45.0,6XX RICHARDS ST,Central Business District,491603.59,5458785.56,49.28176609,-123.1154478
463662,2015-10-01,Theft from Vehicle,2015,10,6,0.0,0.0,9XX SEYMOUR ST,Central Business District,491207.37,5458509.52,49.27927749,-123.1208896
430857,2014-06-01,Theft from Vehicle,2014,6,20,0.0,0.0,17XX BAYSHORE DR,Central Business District,490356.11,5460016.1,49.29281656,-123.1326299
25596,2003-04-01,Theft from Vehicle,2003,4,4,15.0,40.0,7XX W GEORGIA ST,Central Business District,491401.32,5458865.33,49.28248082,-123.1182307
401874,2013-04-01,Theft from Vehicle,2013,4,8,15.0,30.0,32XX E 1ST AVE,Hastings Sunrise,497358.73,5457395.83,49.26931718,-123.0363074
468175,2015-11-01,Theft from Vehicle,2015,11,6,20.0,0.0,4XX E 10TH AVE,Mount Pleasant,493012.15,5456529.54,49.26149051,-123.0960412
513732,2017-05-01,Theft of Bicycle,2017,5,31,0.0,0.0,28XX E 10TH AVE,Renfrew Collingwood,496765.92,5456464.91,49.26094052,-123.0444488
310458,2010-05-01,Mischief,2010,5,8,7.0,52.0,11XX E 14TH AVE,Mount Pleasant,494121.54,5456127.14,49.25788251,-123.0807878
254818,2008-09-01,Theft of Vehicle,2008,9,4,0.0,1.0,X NK_LOC ST,Mount Pleasant,492757.49,5458792.47,49.28184301,-123.0995822
484713,2016-07-01,Theft from Vehicle,2016,7,11,23.0,0.0,15XX COMOX ST,West End,490147.54,5459243.65,49.28586494,-123.1354793
111026,2005-10-01,Theft from Vehicle,2005,10,16,16.0,45.0,31XX MAIN ST,Mount Pleasant,492629.89,5456023.45,49.25693365,-123.1012857
2891,2003-11-01,Break and Enter Commercial,2003,11,5,5.0,50.0,11XX ROBSON ST,West End,490842.84,5459185.55,49.28535313,-123.125917
229549,2008-07-01,Theft from Vehicle,2008,7,25,13.0,34.0,30XX E PENDER ST,Hastings Sunrise,496994.78,5458601.7,49.28016252,-123.0413194
102546,2005-08-01,Theft of Vehicle,2005,8,24,16.0,0.0,21XX W 42ND AVE,Kerrisdale,488663.92,5453429.88,49.23354333,-123.1557155
354418,2012-02-01,Break and Enter Residential/Other,2012,2,8,17.0,0.0,3XX W 45TH AVE,Oakridge,491696.44,5452996.77,49.22969604,-123.1140511
385548,2013-02-01,Mischief,2013,2,16,1.0,9.0,ARBUTUS ST / W 12TH AVE,Kitsilano,488863.38,5456482.22,49.26100339,-123.1530606
518631,2017-01-01,Theft of Bicycle,2017,1,27,17.0,0.0,E PENDER ST / MAIN ST,Strathcona,492748.76,5458629.98,49.28038128,-123.0996993
302665,2010-07-01,Theft from Vehicle,2010,7,6,20.0,30.0,9XX W 7TH AVE,Fairview,490935.69,5456941.4,49.26516802,-123.1245894
42695,2003-09-01,Theft from Vehicle,2003,9,28,22.0,0.0,1XX CAMBIE ST,Central Business District,492100.44,5459101.72,49.28461662,-123.1086226
113072,2005-05-01,Theft from Vehicle,2005,5,14,13.0,0.0,E GEORGIA ST / MAIN ST,Strathcona,492743.25,5458428.53,49.27856914,-123.0997714
314379,2010-06-01,Mischief,2010,6,17,15.0,35.0,23XX LIONS GATE BRDG,Stanley Park,489639.84,5462056.69,49.31116018,-123.1425335
